product_id,product_category_name_english,total_orders,avg_rating,avg_price,orders_norm,rating_norm,recommendation_score
99a4788cb24856965c36a24e339b6058,bed_bath_table,456,3.9290849551014753,88.15442348008386,1.0,0.785816991020295,0.9357450973060885
aca2eb7d00ea1a7b8ebd4e68314663af,furniture_decor,425,4.04856263719957,71.35442307692308,0.9320175438596491,0.809712527439914,0.8953260389337284
422879e10f46682990de24d770e7f83d,garden_tools,352,3.9629838645618296,54.911611570247935,0.7719298245614035,0.792596772912366,0.7781299090666921
d1c427060a0f73f6b889a5c7c61f2ac4,computers_accessories,313,4.283639701493527,137.4113253012048,0.6864035087719298,0.8567279402987055,0.7375008382299625
389d119b48cf3043d311335e499d9c6b,garden_tools,309,4.133549206276732,54.70971794871795,0.6776315789473685,0.8267098412553464,0.7223550576397618
53b36df67ebb7c41585e8d54d6772e08,watches_gifts,304,4.1999014981179155,116.68109034267911,0.6666666666666666,0.8399802996235831,0.7186607565537415
368c6c730842d78016ad823897a372db,garden_tools,291,3.924620029236537,54.2701030927835,0.6381578947368421,0.7849240058473075,0.6821877280699817
53759a2ecddad2bb87a079a1f1519f73,garden_tools,287,3.865062683366893,54.657372654155495,0.6293859649122807,0.7730125366733785,0.67247393644061
154e7e31ebfa092203795c972e5804a6,health_beauty,262,4.379869308204108,22.530145985401457,0.5745614035087719,0.8759738616408216,0.6649851409483868
3dd2a17168ec895c781a9191c1e95ad7,computers_accessories,253,4.220897758999726,149.93676470588235,0.5548245614035088,0.8441795517999452,0.6416310585224396
2b4609f8948be18874494203496bc318,health_beauty,254,4.1,87.36184313725491,0.5570175438596491,0.82,0.6359122807017543
7c1bd920dbdf22470b68bde975dd3ccf,health_beauty,214,3.936746320217843,59.94454545454545,0.4692982456140351,0.7873492640435686,0.5647135511428951
bb50f2e236e5eea0100680137654686c,health_beauty,186,4.237113402061856,327.62886597938143,0.40789473684210525,0.8474226804123711,0.5397531199131851
e0d64dcfaa3b6db5c54ca298ae101d05,watches_gifts,193,3.801390574589901,163.84362694300518,0.4232456140350877,0.7602781149179803,0.5243553642999554
a62e25e09e05e6faf31d90c6ec1aa3d1,watches_gifts,170,3.8660714285714284,106.40625,0.37280701754385964,0.7732142857142856,0.4929291979949874
f1c7f353075ce59d8a6f3cf58f419c9c,bed_bath_table,149,4.373649548338895,194.7213071895425,0.3267543859649123,0.874729909667779,0.4911470430757723
6cdd53843498f92890544667809f1595,health_beauty,148,4.360027388548533,350.66862745098035,0.32456140350877194,0.8720054777097065,0.48879462576905225
19c91ef95d509ea33eda93495c4d3481,health_beauty,153,4.150444031791239,121.06142857142856,0.3355263157894737,0.8300888063582479,0.4838950629601059
42a2c92a0979a949ca4ea89ec5c7b934,housewares,154,3.990127521716251,59.38813559322033,0.33771929824561403,0.7980255043432501,0.47581116007490487
a92930c327948861c015c919a0bcb4a8,watches_gifts,154,3.918825396100653,77.96794871794872,0.33771929824561403,0.7837650792201306,0.47153303253796897
c4baedd846ed09b85f78a781b522f126,garden_tools,142,4.222972972972973,100.4664189189189,0.31140350877192985,0.8445945945945945,0.47136083451872923
e0cf79767c5b016251fe139915c59a26,health_beauty,131,4.4750670835615,29.900000000000002,0.28728070175438597,0.8950134167123001,0.4696005162417602
35afc973633aaeb6b877ff57b2793310,home_confort,153,3.8580246913580245,87.82216049382717,0.3355263157894737,0.7716049382716049,0.466349902534113
0aabfb375647d9738ad0f7b4ea3653b1,consoles_games,137,4.219858156028369,24.00141843971631,0.30043859649122806,0.8439716312056739,0.4634985069055618
437c05a395e9e47f9762e677a7068ce7,health_beauty,137,4.211920529801325,50.01370860927152,0.30043859649122806,0.8423841059602649,0.46302224933193914
7a10781637204d8d10485c71a6108a2e,watches_gifts,140,4.114072272680323,213.08156028368793,0.30701754385964913,0.8228144545360646,0.46175661706257376
2028bf1b01cafb2d2b1901fca4083222,perfumery,128,4.401515151515151,55.664242424242424,0.2807017543859649,0.8803030303030303,0.4605821371610844
