"average(recency)";"average(frequency)";"average(monetary)";"average(avg_review_score)";"average(total_items)";"average(distinct_products)";"average(avg_order_value)";"cluster"
0.0;1.0;175.85;4.777777777777778;1.5555555555555556;1.0;175.85;"cluster_0"
14.371428571428572;1.1142857142857143;2308.596857142856;2.8476190476190477;1.9428571428571428;1.0571428571428572;2201.6459999999993;"cluster_1"
237.58546413185587;1.0333926313307757;164.36322748997176;4.1269279194536965;1.180048009944917;1.0688535482349915;159.52029551605233;"cluster_2"
